App,Translated_Review,Sentiment,Sentiment_Polarity,Sentiment_Subjectivity
Calorie Counter - MyFitnessPal,"Awesome ! Keeps track food items, macros, exercise gives detailed list end week! Way better Weight Watchers !!!!",Positive,0.833333333,0.75
Calorie Counter - MyFitnessPal,"The paid version great. Excellent charts help see percentages macros. Also good substitute ideas, selection groceries (info) seemingly limitless well. Best diet planner date!!!",Positive,0.875,0.6625
Calorie Counter - MyFitnessPal,"Best I've used, wish pay monthly cheaper. So buying premium yet",Positive,1.0,0.3
Calorie Counter - MyFitnessPal,"Awesome ! Keeps track food items, macros, exercise gives detailed list end week! Way better Weight Watchers !!!!",Positive,0.833333333,0.75
Calorie Counter - MyFitnessPal,"The paid version great. Excellent charts help see percentages macros. Also good substitute ideas, selection groceries (info) seemingly limitless well. Best diet planner date!!!",Positive,0.875,0.6625
Calorie Counter - MyFitnessPal,"Best I've used, wish pay monthly cheaper. So buying premium yet",Positive,1.0,0.3
Calorie Counter - MyFitnessPal,"Awesome ! Keeps track food items, macros, exercise gives detailed list end week! Way better Weight Watchers !!!!",Positive,0.833333333,0.75
Calorie Counter - MyFitnessPal,"The paid version great. Excellent charts help see percentages macros. Also good substitute ideas, selection groceries (info) seemingly limitless well. Best diet planner date!!!",Positive,0.875,0.6625
Calorie Counter - MyFitnessPal,"Best I've used, wish pay monthly cheaper. So buying premium yet",Positive,1.0,0.3
Calorie Counter - MyFitnessPal,"Awesome ! Keeps track food items, macros, exercise gives detailed list end week! Way better Weight Watchers !!!!",Positive,0.833333333,0.75
Calorie Counter - MyFitnessPal,"The paid version great. Excellent charts help see percentages macros. Also good substitute ideas, selection groceries (info) seemingly limitless well. Best diet planner date!!!",Positive,0.875,0.6625
Calorie Counter - MyFitnessPal,"Best I've used, wish pay monthly cheaper. So buying premium yet",Positive,1.0,0.3
Calorie Counter - MyFitnessPal,One best health there.,Positive,1.0,0.3
Calorie Counter - MyFitnessPal,Great way help keep track things improve health fitness,Positive,0.8,0.75
Calorie Counter - MyFitnessPal,Awesome,Positive,1.0,1.0
Calorie Counter - MyFitnessPal,"Awesome ! Keeps track food items, macros, exercise gives detailed list end week! Way better Weight Watchers !!!!",Positive,0.833333333,0.75
Calorie Counter - MyFitnessPal,"The paid version great. Excellent charts help see percentages macros. Also good substitute ideas, selection groceries (info) seemingly limitless well. Best diet planner date!!!",Positive,0.875,0.6625
Calorie Counter - MyFitnessPal,"Best I've used, wish pay monthly cheaper. So buying premium yet",Positive,1.0,0.3
Calorie Counter - MyNetDiary,Great app! This kept track weight loss goal makes happy.,Positive,0.9,0.875
Calorie Counter - MyNetDiary,This wonderful works great I wish I could pay monthly year.,Positive,0.9,0.875
Calorie Counter - MyNetDiary,I glad found it!! I losing weight!!! ❤❤,Positive,1.0,1.0
Calorie Counter - MyNetDiary,Very happy. Have using years.i like layaway. The presentation.,Positive,1.0,1.0
Calorie Counter - MyNetDiary,The best diet analysis I've come across,Positive,1.0,0.3
Calorie Counter - MyNetDiary,Great keeps well track .,Positive,0.8,0.75
Calorie Counter - MyNetDiary,"Great app, scanner option great",Positive,0.8,0.75
Calorie Counter - MyNetDiary,Works great keto diet,Positive,0.8,0.75
Calorie Counter - MyNetDiary,great count calories,Positive,0.8,0.75
Calorie Counter - MyNetDiary,Works great!,Positive,1.0,0.75
Calorie Counter - MyNetDiary,Amazing app!!,Positive,0.9375,0.9
Calorie Counter - MyNetDiary,Very good.,Positive,0.91,0.78
Calorie Counter - MyNetDiary,Great app! This kept track weight loss goal makes happy.,Positive,0.9,0.875
Couch to 10K Running Trainer,On week 2 already progressed incredibly! Great app!,Positive,1.0,0.75
Couch to 10K Running Trainer,The great helping thru walking running.,Positive,0.8,0.75
Couch to 10K Running Trainer,This great tool help train marathon running!,Positive,1.0,0.75
Couch to 5K by RunDouble,Great,Positive,0.8,0.75
Couch to 5K by RunDouble,Probably best run program I've tried,Positive,1.0,0.3
Couch to 5K by RunDouble,Awesome helpful,Positive,1.0,1.0
Couch to 5K by RunDouble,"Great app, started running works well tracks progress giving encouragement continue.",Positive,0.8,0.75
Cycling - Bike Tracker,Great,Positive,0.8,0.75
Cycling - Bike Tracker,works great bicycles workout atttttt,Positive,0.8,0.75
Cycling - Bike Tracker,Perfect peddle,Positive,1.0,1.0
Daily Workouts - Exercise Fitness Routine Trainer,It's really great,Positive,0.8,0.75
Eat Fit - Diet and Health Free,Great For vegetarian complainers. Here you...take meat substitute tofu...easy fix. Stop whining.,Positive,0.8,0.75
Eat Fit - Diet and Health Free,great except I wish make workout food option,Positive,0.8,0.75
Eat Fit - Diet and Health Free,Ok The food preparation alright but it could involve salads!!!,Positive,0.9765625,0.5
Eat Fit - Diet and Health Free,great awesome,Positive,0.9,0.875
Eat Fit - Diet and Health Free,Very good,Positive,0.91,0.78
Eat Fit - Diet and Health Free,Perfect,Positive,1.0,1.0
Eat Fit - Diet and Health Free,Great Great,Positive,0.8,0.75
Eat Fit - Diet and Health Free,Perfect,Positive,1.0,1.0
Eat Fit - Diet and Health Free,Perfect,Positive,1.0,1.0
"Eve Period Tracker - Love, Sex & Relationships App",Godsend !! best part able interact ask women questions ask advice stuff!! 5 stars way!,Positive,0.98828125,0.4625
"Eve Period Tracker - Love, Sex & Relationships App",Best play store content,Positive,1.0,0.3
"Eve Period Tracker - Love, Sex & Relationships App","Perfect usefulness, trans-inclusive; refers feminine titles..",Positive,1.0,1.0
"Eve Period Tracker - Love, Sex & Relationships App",Its accuracy best helpful,Positive,1.0,0.3
"Fabulous: Motivate Me! Meditate, Relax, Sleep","Best I yet find. I thinking making help fight depression stuff. Inspiring I day 7 I like there's rush , water 7 days n rolled dice n got declutter help immensely. Great App!",Positive,0.833333333,0.683333333
Fat Burning Workout - Home Weight lose,"I exercised YEARS, program truly let know shape I am. Excellent work out. I modify them.",Positive,1.0,1.0
Fat Burning Workout - Home Weight lose,"Too soon rate question keeps coming up, great know I could move like",Positive,0.8,0.75
Fat Burning Workout - Home Weight lose,It best I ever used,Positive,1.0,0.3
Fat Burning Workout - Home Weight lose,Works great go mom,Positive,0.8,0.75
Food Calorie Calculator,So great,Positive,0.8,0.75
Food Calorie Calculator,So great,Positive,0.8,0.75
Food Calorie Calculator,The best Effective,Positive,0.8,0.55
Fooducate Healthy Weight Loss & Calorie Counter,"great seeing nutrition values everything, great seeing added sugar content",Positive,0.8,0.75
Fooducate Healthy Weight Loss & Calorie Counter,I Love app.. I've using years.!!!,Positive,0.9765625,0.6
Freeletics: Personal Trainer & Fitness Workouts,Best workout ever,Positive,1.0,0.3
Freeletics: Personal Trainer & Fitness Workouts,"I bought subscription 6 months didnt liked app. I didnt find functionality cancel subscription I sayed ok , I lost money. Yesterday I shock I saw renewed subscription without asking me!! And cant cancel it! Will keep steling clients money forever?? Shame you!",Positive,0.8,0.65
Freeletics: Personal Trainer & Fitness Workouts,Awesome work home can't get gym. It renew automatically cancel like go manage subscriptions cancel it.,Positive,1.0,1.0
Freeletics: Personal Trainer & Fitness Workouts,Awesome,Positive,1.0,1.0
Google Fit - Fitness Tracking,Mistakes bus rides bike riding. LoL.,Positive,0.8,0.7
Google Fit - Fitness Tracking,Good needs swimming watch app!,Positive,0.875,0.6
Health and Nutrition Guide,Great app.swsmi r.y.osho,Positive,0.8,0.75
Health and Nutrition Guide,Great,Positive,0.8,0.75
Health and Nutrition Guide,Excellent understand nutrition needs!,Positive,1.0,1.0
Health and Nutrition Guide,Wonderful works great,Positive,0.9,0.875
Health and Nutrition Guide,It's great!,Positive,1.0,0.75
Health and Nutrition Guide,Seems great,Positive,0.8,0.75
Health and Nutrition Guide,Good app!!!,Positive,1.0,0.6
Health and Nutrition Guide,It's awesome,Positive,1.0,1.0
Health and Nutrition Guide,Great app.swsmi r.y.osho,Positive,0.8,0.75
Health and Nutrition Guide,Great,Positive,0.8,0.75
Health and Nutrition Guide,Great,Positive,0.8,0.75
Home Workout - No Equipment,Its name says.. A home workout anywhere anytime. But would great guys could make meal plan! Its like everyone says . You eat!,Positive,1.0,0.75
Home Workout - No Equipment,"I worked 3days now. I got fight guess got bit up, best part guy beat said ""i see u started working out""",Positive,1.0,0.3
Home Workout for Men - Bodybuilding,That excellent according vision another I can't say. But 21 days atleast 3day 1weeks best result great app.,Positive,0.933333333,0.683333333
Home Workout for Men - Bodybuilding,Awesome best exercise,Positive,1.0,0.65
Home Workout for Men - Bodybuilding,Best workout,Positive,1.0,0.3
Home Workout for Men - Bodybuilding,Best workout,Positive,1.0,0.3
Home Workout for Men - Bodybuilding,Great job.,Positive,0.8,0.75
Home Workout for Men - Bodybuilding,This best,Positive,1.0,0.3
"Home workouts - fat burning, abs, legs, arms,chest",Great,Positive,0.8,0.75
